file,brand,model,watch_name,dial_color,case_color,case_material,bezel,bracelet_strap,strap_material,gender,est_size_mm,shot_type,confidence
Update/Rolex_Batch03/IMG_2986.JPG,Rolex,Submariner,Submariner Blue Dial Yellow Gold Blue Baguette Bezel Diamond Set Bracelet,Blue,Yellow,Yellow Gold,Blue Baguette Gem Set,Diamond Set Oyster Bracelet,Yellow Gold,Men,40,full,high
Update/Rolex_Batch03/IMG_2987.JPG,Rolex,Submariner,Submariner Black Dial Yellow Gold Black Baguette Bezel Diamond Set Bracelet,Black,Yellow,Yellow Gold,Black Baguette Gem Set,Diamond Set Oyster Bracelet,Yellow Gold,Men,40,full,high
Update/Rolex_Batch03/IMG_2988.JPG,Rolex,Submariner,Submariner Blue Dial Yellow Gold Blue Baguette Bezel Diamond Set Bracelet,Blue,Yellow,Yellow Gold,Blue Baguette Gem Set,Diamond Set Oyster Bracelet,Yellow Gold,Men,40,full,high
Update/Rolex_Batch03/IMG_2989.JPG,Rolex,Submariner,Submariner Black Dial Yellow Gold Black Baguette Bezel Diamond Set Bracelet,Black,Yellow,Yellow Gold,Black Baguette Gem Set,Diamond Set Oyster Bracelet,Yellow Gold,Men,40,full,high
Update/Rolex_Batch03/IMG_2990.JPG,Rolex,Submariner,Submariner Green Dial Yellow Gold Green Baguette Bezel Diamond Set Bracelet,Green,Yellow,Yellow Gold,Green Baguette Gem Set,Diamond Set Oyster Bracelet,Yellow Gold,Men,40,full,high
Update/Rolex_Batch03/IMG_2991.JPG,Rolex,Submariner,Submariner Green Dial Yellow Gold Green Baguette Bezel Diamond Set Bracelet,Green,Yellow,Yellow Gold,Green Baguette Gem Set,Diamond Set Oyster Bracelet,Yellow Gold,Men,40,side,high
Update/Rolex_Batch03/IMG_2992.JPG,Rolex,Submariner,Submariner Yellow Gold Diamond Set Bracelet,?,Yellow,Yellow Gold,?,Diamond Set Oyster Bracelet,Yellow Gold,Men,40,caseback,medium
Update/Rolex_Batch03/IMG_2993.JPG,Rolex,Submariner,Submariner Yellow Gold Diamond Set Bracelet,?,Yellow,Yellow Gold,?,Diamond Set Oyster Bracelet,Yellow Gold,Men,40,bracelet,medium
Update/Rolex_Batch03/IMG_7008.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Diamond Dial White Gold Engraved Bezel Oyster,black,silver,white gold,engraved tachymeter,bracelet,white gold,Men,40,dial,high
Update/Rolex_Batch03/IMG_7009.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Diamond Dial White Gold Engraved Bezel Oyster,black,silver,white gold,engraved tachymeter,bracelet,white gold,Men,40,side,high
Update/Rolex_Batch03/IMG_7014.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Racing Dial White Gold Engraved Bezel Oyster,black,silver,white gold,engraved tachymeter,bracelet,white gold,Men,40,full,high
Update/Rolex_Batch03/IMG_7015.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Racing Dial White Gold Engraved Bezel Oyster,black,silver,white gold,engraved tachymeter,bracelet,white gold,Men,40,dial,high
Update/Rolex_Batch03/IMG_7016.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Racing Dial White Gold Engraved Bezel Oyster,black,silver,white gold,engraved tachymeter,bracelet,white gold,Men,40,side,high
Update/Rolex_Batch03/IMG_7017.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Racing Dial White Gold Engraved Bezel Oyster,black,silver,white gold,engraved tachymeter,bracelet,white gold,Men,40,dial,high
Update/Rolex_Batch03/IMG_7018.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Racing Dial White Gold Engraved Bezel Oyster,black,silver,white gold,engraved tachymeter,bracelet,white gold,Men,40,dial,high
Update/Rolex_Batch03/IMG_7023.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Silver Racing Dial White Gold Engraved Bezel Oyster,silver,silver,white gold,engraved tachymeter,bracelet,white gold,Men,40,full,high
Update/Rolex_Batch03/IMG_7024.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Silver Racing Dial White Gold Engraved Bezel Oyster,silver,silver,white gold,engraved tachymeter,bracelet,white gold,Men,40,side,high
Update/Rolex_Batch03/IMG_7025.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Silver Racing Dial White Gold Engraved Bezel Oyster,silver,silver,white gold,engraved tachymeter,bracelet,white gold,Men,40,side,high
Update/Rolex_Batch03/IMG_7026.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Silver Racing Dial White Gold Engraved Bezel Oyster,silver,silver,white gold,engraved tachymeter,bracelet,white gold,Men,40,dial,high
Update/Rolex_Batch03/IMG_7027.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Silver Racing Dial White Gold Engraved Bezel Oyster,silver,silver,white gold,engraved tachymeter,bracelet,white gold,Men,40,dial,high
Update/Rolex_Batch03/IMG_7032.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Steel Dial Stainless Steel Engraved Bezel Oyster,grey,silver,stainless steel,engraved tachymeter,bracelet,stainless steel,Men,40,full,high
Update/Rolex_Batch03/IMG_7033.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Steel Dial Stainless Steel Engraved Bezel Oyster,grey,silver,stainless steel,engraved tachymeter,bracelet,stainless steel,Men,40,side,high
Update/Rolex_Batch03/IMG_7034.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Steel Dial Stainless Steel Engraved Bezel Oyster,grey,silver,stainless steel,engraved tachymeter,bracelet,stainless steel,Men,40,dial,high
Update/Rolex_Batch03/IMG_7035.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Steel Dial Stainless Steel Engraved Bezel Oyster,grey,silver,stainless steel,engraved tachymeter,bracelet,stainless steel,Men,40,dial,high
Update/Rolex_Batch03/IMG_7036.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Steel Dial Stainless Steel Engraved Bezel Oyster,grey,silver,stainless steel,engraved tachymeter,bracelet,stainless steel,Men,40,dial,high
Update/Rolex_Batch03/IMG_7041.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona White Dial Stainless Steel Engraved Bezel Oyster,white,silver,stainless steel,engraved tachymeter,bracelet,stainless steel,Men,40,full,medium
Update/Rolex_Batch02/IMG_9200.JPG,Rolex,Datejust,Datejust White Dial Steel And Yellow Gold Fluted Bezel Jubilee,white,two-tone,steel/yellow gold,fluted gold,jubilee,steel/yellow gold,Men,41,full,high
Update/Rolex_Batch02/IMG_9201.JPG,Rolex,Datejust,Datejust Silver Dial Steel And Yellow Gold Fluted Bezel Oyster,silver,two-tone,steel/yellow gold,fluted gold,oyster,steel/yellow gold,Men,41,full,high
Update/Rolex_Batch02/IMG_9202.JPG,Rolex,Datejust,Datejust Champagne Dial Steel And Yellow Gold Fluted Bezel Jubilee,champagne,two-tone,steel/yellow gold,fluted gold,jubilee,steel/yellow gold,Men,41,full,high
Update/Rolex_Batch02/IMG_9203.JPG,Rolex,Datejust,Datejust Champagne Dial Steel And Yellow Gold Fluted Bezel Oyster,champagne,two-tone,steel/yellow gold,fluted gold,oyster,steel/yellow gold,Men,41,full,high
Update/Rolex_Batch02/IMG_9223.JPG,Rolex,Datejust,Datejust White Roman Dial Steel And Yellow Gold Fluted Bezel Jubilee,white,two-tone,steel/yellow gold,fluted gold,jubilee,steel/yellow gold,Women,31,full,high
Update/Rolex_Batch02/IMG_9224.JPG,Rolex,Datejust,Datejust White Roman Dial Steel And Yellow Gold Fluted Bezel Jubilee,white,two-tone,steel/yellow gold,fluted gold,jubilee,steel/yellow gold,Women,31,side,high
Update/Rolex_Batch02/IMG_9225.JPG,Rolex,Datejust,Datejust White Roman Dial Steel And Yellow Gold Fluted Bezel Jubilee,white,two-tone,steel/yellow gold,fluted gold,jubilee,steel/yellow gold,Women,31,full,high
Update/Rolex_Batch02/IMG_9226.JPG,Rolex,Datejust,Datejust Steel And Yellow Gold Fluted Bezel Jubilee,?,two-tone,steel/yellow gold,fluted gold,jubilee,steel/yellow gold,Women,31,bracelet,high
Update/Rolex_Batch02/IMG_9227.JPG,Rolex,Datejust,Datejust Steel And Yellow Gold Fluted Bezel Jubilee,?,two-tone,steel/yellow gold,fluted gold,jubilee,steel/yellow gold,Women,31,caseback,high
Update/Rolex_Batch02/IMG_9228.JPG,Rolex,Datejust,Datejust White Roman Dial Steel And Yellow Gold Fluted Bezel Jubilee,white,two-tone,steel/yellow gold,fluted gold,jubilee,steel/yellow gold,Women,31,full,high
Update/Rolex_Batch02/IMG_9229.JPG,Rolex,Datejust,Datejust White Roman Dial Steel And Yellow Gold Fluted Bezel Jubilee,white,two-tone,steel/yellow gold,fluted gold,jubilee,steel/yellow gold,Men,36,full,high
Update/Rolex_Batch02/IMG_9230.JPG,Rolex,Datejust,Datejust White Roman Dial Steel And Yellow Gold Fluted Bezel Jubilee,white,two-tone,steel/yellow gold,fluted gold,jubilee,steel/yellow gold,Women,31,side,high
Update/Rolex_Batch02/IMG_9231.JPG,Rolex,Datejust,Datejust White Roman Dial Steel And Yellow Gold Fluted Bezel Jubilee,white,two-tone,steel/yellow gold,fluted gold,jubilee,steel/yellow gold,Men,36,full,high
Update/Rolex_Batch02/IMG_9232.JPG,Rolex,Datejust,Datejust White Roman Dial Steel And Yellow Gold Fluted Bezel Jubilee,white,two-tone,steel/yellow gold,fluted gold,jubilee,steel/yellow gold,Men,36,full,high
Update/Rolex_Batch02/IMG_9246.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Diamond Pave Dial Gold Baguette Bezel Rubber Strap,diamond pave,gold,gold,baguette diamond,strap,rubber,Men,40,full,medium
Update/Rolex_Batch02/IMG_9247.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black And Silver Dial Ceramic Bezel Rubber Strap,black,two-tone,steel/yellow gold,black ceramic,strap,rubber,Men,40,full,high
Update/Rolex_Batch02/IMG_9248.JPG,Rolex,Day-Date,Day-Date White Dial Gold Diamond Bezel President,white,two-tone,gold/steel,diamond,president,gold/steel,Men,40,full,medium
Update/Rolex_Batch02/IMG_9249.JPG,Rolex,Yacht-Master,Yacht-Master Black Dial Rose Gold Rainbow Gem Bezel Rubber Strap,black,rose gold,rose gold,rainbow gem-set,strap,rubber,Men,40,full,medium
Update/Rolex_Batch03/IMG_6749.JPG,Rolex,Datejust,Datejust Steel Fluted White Gold Bezel Jubilee,unknown,steel,steel,fluted white gold,jubilee,steel,Men,41,side,medium
Update/Rolex_Batch03/IMG_6750.JPG,Rolex,Datejust,Datejust Steel Jubilee,unknown,steel,steel,?,jubilee,steel,Men,41,caseback,medium
Update/Rolex_Batch03/IMG_6807.JPG,Rolex,Datejust,Datejust Blue Fluted Motif Dial White Gold Bezel Oyster,blue,steel,steel,fluted white gold,oyster,steel,Men,41,other,high
Update/Rolex_Batch03/IMG_6808.JPG,Rolex,Datejust,Datejust Blue Fluted Motif Dial White Gold Bezel Jubilee,blue,steel,steel,fluted white gold,jubilee,steel,Men,41,other,high
Update/Rolex_Batch03/IMG_6809.JPG,Rolex,Datejust,Datejust Green Fluted Motif Dial White Gold Bezel Oyster,green,steel,steel,fluted white gold,oyster,steel,Men,41,other,high
Update/Rolex_Batch03/IMG_6810.JPG,Rolex,Datejust,Datejust Green Fluted Motif Dial White Gold Bezel Jubilee,green,steel,steel,fluted white gold,jubilee,steel,Men,41,other,high
Update/Rolex_Batch03/IMG_6811.JPG,Rolex,Datejust,Datejust Champagne Fluted Motif Dial Two Tone Yellow Gold Bezel Oyster,champagne,two-tone,steel and yellow gold,fluted yellow gold,oyster,steel and yellow gold,Men,41,other,high
Update/Rolex_Batch03/IMG_6812.JPG,Rolex,Datejust,Datejust Champagne Fluted Motif Dial Two Tone Yellow Gold Bezel Jubilee,champagne,two-tone,steel and yellow gold,fluted yellow gold,jubilee,steel and yellow gold,Men,41,other,high
Update/Rolex_Batch03/IMG_6813.JPG,Rolex,Datejust,Datejust Green Dial White Gold Bezel Oyster,green,steel,steel,fluted white gold,oyster,steel,Men,41,other,high
Update/Rolex_Batch03/IMG_6814.JPG,Rolex,Datejust,Datejust Green Dial White Gold Bezel Jubilee,green,steel,steel,fluted white gold,jubilee,steel,Men,41,other,high
Update/Rolex_Batch03/IMG_6905.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona White Dial Yellow Gold Ceramic Bezel Rubber Strap,white,yellow gold,yellow gold,black ceramic tachymeter,rubber strap,rubber,Men,40,full,high
Update/Rolex_Batch03/IMG_6906.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona White Dial Yellow Gold Ceramic Bezel Rubber Strap,white,yellow gold,yellow gold,black ceramic tachymeter,rubber strap,rubber,Men,40,dial,high
Update/Rolex_Batch03/IMG_6907.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona White Dial Yellow Gold Ceramic Bezel Rubber Strap,white,yellow gold,yellow gold,black ceramic tachymeter,rubber strap,rubber,Men,40,dial,high
Update/Rolex_Batch03/IMG_6908.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona White Dial Yellow Gold Ceramic Bezel Rubber Strap,white,yellow gold,yellow gold,black ceramic tachymeter,rubber strap,rubber,Men,40,dial,high
Update/Rolex_Batch03/IMG_6909.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona White Dial Yellow Gold Ceramic Bezel Rubber Strap,white,yellow gold,yellow gold,black ceramic tachymeter,rubber strap,rubber,Men,40,dial,high
Update/Rolex_Batch03/IMG_6910.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Yellow Gold Ceramic Bezel Rubber Strap,white,yellow gold,yellow gold,black ceramic tachymeter,rubber strap,rubber,Men,40,side,high
Update/Rolex_Batch03/IMG_6911.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Yellow Gold Ceramic Bezel Rubber Strap,white,yellow gold,yellow gold,black ceramic tachymeter,rubber strap,rubber,Men,40,side,high
Update/Rolex_Batch03/IMG_6912.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Yellow Gold Ceramic Bezel Rubber Strap,white,yellow gold,yellow gold,black ceramic tachymeter,rubber strap,rubber,Men,40,caseback,high
Update/Rolex_Batch02/IMG_1911.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial White Gold Rainbow Bezel,black,white,white gold,rainbow gem-set,bracelet,white gold,Men,40,full,medium
Update/Rolex_Batch02/IMG_1912.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Pave Diamond Dial White Gold Baguette Bezel,diamond pave,white,white gold,baguette diamond,bracelet,white gold,Men,40,full,medium
Update/Rolex_Batch02/IMG_1944.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Yellow Gold Rainbow Bezel,black,yellow,yellow gold,rainbow gem-set,bracelet,yellow gold,Men,40,dial,medium
Update/Rolex_Batch02/IMG_1945.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Yellow Gold Rainbow Bezel,black,yellow,yellow gold,rainbow gem-set,bracelet,yellow gold,Men,40,dial,medium
Update/Rolex_Batch02/IMG_1946.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Yellow Gold Rainbow Bezel,black,yellow,yellow gold,rainbow gem-set,bracelet,yellow gold,Men,40,side,medium
Update/Rolex_Batch02/IMG_1947.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Yellow Gold Rainbow Bezel,black,yellow,yellow gold,rainbow gem-set,bracelet,yellow gold,Men,40,dial,medium
Update/Rolex_Batch02/IMG_1948.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Yellow Gold Caseback,?,yellow,yellow gold,?,bracelet,yellow gold,Men,40,caseback,medium
Update/Rolex_Batch02/IMG_1949.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Yellow Gold Diamond Lugs Side,?,yellow,yellow gold,rainbow gem-set,bracelet,yellow gold,Men,40,side,medium
Update/Rolex_Batch02/IMG_1950.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Yellow Gold Oyster Clasp,?,yellow,yellow gold,?,bracelet,yellow gold,Men,40,bracelet,medium
Update/Rolex_Batch02/IMG_1995.JPG,Rolex,Datejust,Datejust Olive Green Dial Steel Fluted Bezel Jubilee,olive green,steel,stainless steel,fluted white gold,bracelet,stainless steel,Women,31,full,high
Update/Rolex_Batch02/IMG_1996.JPG,Rolex,Datejust,Datejust Slate Roman Dial Steel And Yellow Gold Fluted Bezel Jubilee,slate grey,two-tone,steel and yellow gold,fluted yellow gold,bracelet,steel and yellow gold,Women,31,full,high
Update/Rolex_Batch02/IMG_1997.JPG,Rolex,Datejust,Datejust Olive Green Roman Dial Steel And Yellow Gold Fluted Bezel Jubilee,olive green,two-tone,steel and yellow gold,fluted yellow gold,bracelet,steel and yellow gold,Women,31,full,high
Update/Rolex_Batch02/IMG_1998.JPG,Rolex,Datejust,Datejust White Mother Of Pearl Diamond Dial Steel And Everose Gold Fluted Bezel Jubilee,white mother of pearl,two-tone,steel and everose gold,fluted everose gold,bracelet,steel and everose gold,Women,31,full,high
Update/Rolex_Batch02/IMG_1999.JPG,Rolex,Datejust,Datejust White Mother Of Pearl Diamond Dial Steel And Yellow Gold Fluted Bezel Jubilee,white mother of pearl,two-tone,steel and yellow gold,fluted yellow gold,bracelet,steel and yellow gold,Women,31,full,high
Update/Rolex_Batch02/IMG_2001.JPG,Rolex,Datejust,Datejust Olive Green Diamond Dial Steel And Yellow Gold Fluted Bezel Jubilee,olive green,two-tone,steel and yellow gold,fluted yellow gold,bracelet,steel and yellow gold,Women,31,full,high
Update/Rolex_Batch02/IMG_2002.JPG,Rolex,Datejust,Datejust Pink Dial Steel And Everose Gold Fluted Bezel Jubilee,pink,two-tone,steel and everose gold,fluted everose gold,bracelet,steel and everose gold,Women,31,full,high
Update/Rolex_Batch02/IMG_2003.JPG,Rolex,Datejust,Datejust Black Roman Dial Steel White Gold Diamond Bezel Jubilee,black,steel,stainless steel,diamond-set white gold,bracelet,stainless steel,Women,31,full,high
Update/Rolex_Batch02/IMG_2004.JPG,Rolex,Datejust,Datejust Slate Dial Steel And Everose Gold Fluted Bezel Jubilee,slate grey,two-tone,steel and everose gold,fluted everose gold,bracelet,steel and everose gold,Women,31,full,high
Update/Rolex_Batch02/IMG_9699.JPG,Rolex,Yacht-Master,Yacht-Master Black Dial Yellow Gold Black Bezel Oysterflex,black,yellow gold,yellow gold,black ceramic,oysterflex strap,rubber,Men,42,full,high
Update/Rolex_Batch02/IMG_9700.JPG,Rolex,Yacht-Master,Yacht-Master Black Dial Yellow Gold Black Bezel Oysterflex,black,yellow gold,yellow gold,black ceramic,oysterflex strap,rubber,Men,42,dial,high
Update/Rolex_Batch02/IMG_9701.JPG,Rolex,Yacht-Master,Yacht-Master Black Dial Yellow Gold Black Bezel Oysterflex,black,yellow gold,yellow gold,black ceramic,oysterflex strap,rubber,Men,42,dial,high
Update/Rolex_Batch02/IMG_9702.JPG,Rolex,Yacht-Master,Yacht-Master Black Dial Yellow Gold Black Bezel Oysterflex,black,yellow gold,yellow gold,black ceramic,oysterflex strap,rubber,Men,42,side,high
Update/Rolex_Batch02/IMG_9703.JPG,Rolex,Yacht-Master,Yacht-Master Black Dial Yellow Gold Black Bezel Oysterflex,black,yellow gold,yellow gold,black ceramic,oysterflex strap,rubber,Men,42,bracelet,high
Update/Rolex_Batch02/IMG_9704.JPG,Rolex,Yacht-Master,Yacht-Master Black Dial Yellow Gold Black Bezel Oysterflex,black,yellow gold,yellow gold,black ceramic,oysterflex strap,rubber,Men,42,caseback,high
Update/Rolex_Batch02/IMG_9705.JPG,Rolex,Yacht-Master,Yacht-Master Black Dial Yellow Gold Black Bezel Oysterflex,black,yellow gold,yellow gold,black ceramic,oysterflex strap,rubber,Men,42,full,high
Update/Rolex_Batch02/IMG_9706.JPG,Rolex,Yacht-Master,Yacht-Master Black Dial Yellow Gold Black Bezel Oysterflex,black,yellow gold,yellow gold,black ceramic,oysterflex strap,rubber,Men,42,dial,high
Update/Rolex_Batch02/IMG_9707.JPG,Rolex,Yacht-Master,Yacht-Master Black Dial Yellow Gold Black Bezel Oysterflex,black,yellow gold,yellow gold,black ceramic,oysterflex strap,rubber,Men,42,full,high
Update/Rolex_Batch02/IMG_9709.JPG,Rolex,GMT-Master II,GMT-Master II Root Beer Black Dial Everose Rolesor Brown Black Bezel,black,two-tone steel and everose gold,steel and everose gold,brown and black ceramic,oyster bracelet,steel and everose gold,Men,40,full,high
