file,brand,model,watch_name,dial_color,case_color,case_material,bezel,bracelet_strap,strap_material,gender,est_size_mm,shot_type,confidence
Update/Rolex_Batch03/IMG_2102 2.JPG,Rolex,Datejust,Datejust Silver Jubilee Diamond Dial Steel Diamond Bezel Jubilee,silver,steel,steel,diamond,jubilee,steel,Unisex,36,wrist,high
Update/Rolex_Batch03/IMG_2103 2.JPG,Rolex,Datejust,Datejust Silver Jubilee Diamond Dial Steel Diamond Bezel Jubilee,silver,steel,steel,diamond,jubilee,steel,Unisex,36,wrist,high
Update/Rolex_Batch03/IMG_3620.JPG,Rolex,Day-Date,Day-Date Everose Gold President Bracelet,?,rose gold,everose gold,?,oyster,everose gold,Men,40,bracelet,low
Update/Rolex_Batch03/IMG_3621.JPG,Rolex,GMT-Master II,GMT-Master II Black Dial Everose Gold Root Beer Oyster,black,rose gold,everose gold,brown and black ceramic,oyster,everose gold,Men,40,wrist,high
Update/Rolex_Batch03/IMG_3624.JPG,Rolex,Datejust,Datejust Champagne Diamond Dial Two-Tone Fluted Jubilee,champagne,two-tone,steel and yellow gold,fluted gold,jubilee,steel and yellow gold,Men,36,dial,high
Update/Rolex_Batch03/IMG_3625.JPG,Rolex,Datejust,Datejust Champagne Diamond Dial Two-Tone Fluted Jubilee,champagne,two-tone,steel and yellow gold,fluted gold,jubilee,steel and yellow gold,Men,36,dial,high
Update/Rolex_Batch03/IMG_3626.JPG,Rolex,Datejust,Datejust Champagne Diamond Dial Two-Tone Fluted Jubilee,champagne,two-tone,steel and yellow gold,fluted gold,jubilee,steel and yellow gold,Men,36,dial,high
Update/Rolex_Batch03/IMG_3627.JPG,Rolex,Datejust,Datejust Champagne Diamond Dial Two-Tone Fluted Jubilee,champagne,two-tone,steel and yellow gold,fluted gold,jubilee,steel and yellow gold,Men,36,dial,high
Update/Rolex_Batch03/IMG_3628.JPG,Rolex,Datejust,Datejust Champagne Diamond Dial Two-Tone Fluted Jubilee,champagne,two-tone,steel and yellow gold,fluted gold,jubilee,steel and yellow gold,Men,36,dial,high
Update/Rolex_Batch03/IMG_3629.JPG,Rolex,Datejust,Datejust Champagne Diamond Dial Two-Tone Fluted Jubilee,champagne,two-tone,steel and yellow gold,fluted gold,jubilee,steel and yellow gold,Men,36,dial,high
Update/Rolex_Batch03/IMG_3630.JPG,Rolex,Datejust,Datejust Champagne Diamond Dial Two-Tone Fluted Jubilee,champagne,two-tone,steel and yellow gold,fluted gold,jubilee,steel and yellow gold,Men,36,dial,high
Update/Rolex_Batch03/IMG_3631.JPG,Rolex,Datejust,Datejust Champagne Diamond Dial Two-Tone Fluted Jubilee,champagne,two-tone,steel and yellow gold,fluted gold,jubilee,steel and yellow gold,Men,36,dial,high
Update/Rolex_Batch03/IMG_3632.JPG,Rolex,Datejust,Datejust Champagne Diamond Dial Two-Tone Fluted Jubilee,champagne,two-tone,steel and yellow gold,fluted gold,jubilee,steel and yellow gold,Men,36,dial,high
Update/Rolex_Batch03/IMG_3633.JPG,Rolex,Datejust,Datejust Champagne Diamond Dial Two-Tone Fluted Jubilee,champagne,two-tone,steel and yellow gold,fluted gold,jubilee,steel and yellow gold,Men,36,side,high
Update/Rolex_Batch03/IMG_3634.JPG,Rolex,Datejust,Datejust White Mother-Of-Pearl Diamond Dial Two-Tone Fluted Jubilee,white mother-of-pearl,two-tone,steel and yellow gold,fluted gold,jubilee,steel and yellow gold,Men,36,dial,high
Update/Rolex_Batch03/IMG_3635.JPG,Rolex,Datejust,Datejust White Mother-Of-Pearl Diamond Dial Two-Tone Fluted Jubilee,white mother-of-pearl,two-tone,steel and yellow gold,fluted gold,jubilee,steel and yellow gold,Men,36,dial,high
Update/Rolex_Batch03/IMG_3636.JPG,Rolex,Datejust,Datejust White Mother-Of-Pearl Diamond Dial Two-Tone Fluted Jubilee,white mother-of-pearl,two-tone,steel and yellow gold,fluted gold,jubilee,steel and yellow gold,Men,36,dial,high
Update/Rolex_Batch03/IMG_3637.JPG,Rolex,Datejust,Datejust White Mother-Of-Pearl Diamond Dial Two-Tone Fluted Jubilee,white mother-of-pearl,two-tone,steel and yellow gold,fluted gold,jubilee,steel and yellow gold,Men,36,side,high
Update/Rolex_Batch03/IMG_3638.JPG,Rolex,Datejust,Datejust Two-Tone Fluted Jubilee,?,two-tone,steel and yellow gold,fluted gold,jubilee,steel and yellow gold,Men,36,bracelet,medium
Update/Rolex_Batch03/IMG_3639.JPG,Rolex,Datejust,Datejust White Mother-Of-Pearl Diamond Dial Two-Tone Fluted Jubilee,white mother-of-pearl,two-tone,steel and yellow gold,fluted gold,jubilee,steel and yellow gold,Men,36,dial,high
Update/Rolex_Batch02/IMG_9410.JPG,Rolex,Datejust,Datejust Black Dial Steel Fluted Bezel Jubilee,black,steel,steel,fluted,jubilee,steel,Men,41,side,medium
Update/Rolex_Batch02/IMG_9411.JPG,Rolex,Datejust,Datejust Black Dial Steel Fluted Bezel Jubilee,black,steel,steel,fluted,jubilee,steel,Men,41,bracelet,medium
Update/Rolex_Batch02/IMG_9412.JPG,Rolex,Datejust,Datejust Black Dial Steel Fluted Bezel Jubilee,black,steel,steel,fluted,jubilee,steel,Men,41,side,medium
Update/Rolex_Batch02/IMG_9413.JPG,Rolex,Datejust,Datejust Black Dial Steel Fluted Bezel Jubilee,black,steel,steel,fluted,jubilee,steel,Men,41,side,medium
Update/Rolex_Batch02/IMG_9414.JPG,Rolex,Datejust,Datejust Black Dial Steel Fluted Bezel Jubilee,black,steel,steel,fluted,jubilee,steel,Men,41,dial,medium
Update/Rolex_Batch02/IMG_9415.JPG,Rolex,Datejust,Datejust Black Dial Steel Fluted Bezel Jubilee,black,steel,steel,fluted,jubilee,steel,Men,41,dial,high
Update/Rolex_Batch02/IMG_9416.JPG,Rolex,Datejust,Datejust Black Dial Steel Fluted Bezel Jubilee,black,steel,steel,fluted,jubilee,steel,Men,41,dial,high
Update/Rolex_Batch02/IMG_9417.JPG,Rolex,Datejust,Datejust Steel Caliber 3235 Movement,?,steel,steel,?,jubilee,steel,Men,41,movement,medium
Update/Rolex_Batch02/IMG_9474.PNG,Rolex,Explorer,Explorer Black Dial Two-Tone Yellow Gold Oyster,black,two-tone,steel and yellow gold,smooth,oyster,steel and yellow gold,Men,36,full,medium
Update/Rolex_Batch02/IMG_9475.JPG,Rolex,Datejust,Datejust Pink Dial Two-Tone White Gold Fluted Bezel Jubilee,pink,two-tone,steel and white gold,fluted,jubilee,steel,Women,31,wrist,medium
Update/Rolex_Batch02/IMG_9476 2.JPG,Rolex,Explorer,Explorer Black Dial Two-Tone Yellow Gold Oyster,black,two-tone,steel and yellow gold,smooth,oyster,steel and yellow gold,Men,36,full,high
Update/Rolex_Batch02/IMG_9476.JPG,Rolex,Datejust,Datejust White Dial Two-Tone Yellow Gold Fluted Bezel Jubilee,white,two-tone,steel and yellow gold,fluted,jubilee,steel and yellow gold,Women,31,wrist,high
Update/Rolex_Batch02/IMG_9477 2.JPG,Rolex,Explorer,Explorer Black Dial Two-Tone Yellow Gold Oyster,black,two-tone,steel and yellow gold,smooth,oyster,steel and yellow gold,Men,36,full,high
Update/Rolex_Batch02/IMG_9477.JPG,Rolex,Datejust,Datejust Grey Diamond Dial Steel Diamond Bezel Jubilee,grey,steel,steel,diamond,jubilee,steel,Women,31,wrist,medium
Update/Rolex_Batch02/IMG_9478 2.JPG,Rolex,Explorer,Explorer Two-Tone Yellow Gold Oyster Clasp,?,two-tone,steel and yellow gold,smooth,oyster,steel and yellow gold,Men,36,bracelet,medium
Update/Rolex_Batch02/IMG_9478.JPG,Rolex,Datejust,Datejust White Dial Steel Fluted Bezel Jubilee,white,steel,steel,fluted,jubilee,steel,Women,31,wrist,medium
Update/Rolex_Batch02/IMG_9479 2.JPG,Rolex,Explorer,Explorer Two-Tone Yellow Gold Oyster Caseback,?,two-tone,steel and yellow gold,smooth,oyster,steel and yellow gold,Men,36,caseback,medium
Update/Rolex_Batch02/IMG_9479.JPG,Rolex,Datejust,Datejust Black Dial Steel Fluted Bezel Jubilee,black,steel,steel,fluted,jubilee,steel,Women,31,wrist,medium
Update/Rolex_Batch03/IMG_3042.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,stainless steel,black ceramic tachymeter,Oyster bracelet,stainless steel,Men,40,side,high
Update/Rolex_Batch03/IMG_3043.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,stainless steel,black ceramic tachymeter,Oyster bracelet,stainless steel,Men,40,movement,high
Update/Rolex_Batch03/IMG_3045.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,stainless steel,black ceramic tachymeter,Oyster bracelet,stainless steel,Men,40,full,high
Update/Rolex_Batch03/IMG_3046.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,stainless steel,black ceramic tachymeter,Oyster bracelet,stainless steel,Men,40,full,high
Update/Rolex_Batch03/IMG_3047.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,stainless steel,black ceramic tachymeter,Oyster bracelet,stainless steel,Men,40,full,high
Update/Rolex_Batch03/IMG_3048.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,stainless steel,black ceramic tachymeter,Oyster bracelet,stainless steel,Men,40,full,high
Update/Rolex_Batch03/IMG_3049.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,stainless steel,black ceramic tachymeter,Oyster bracelet,stainless steel,Men,40,side,high
Update/Rolex_Batch03/IMG_3050.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,stainless steel,black ceramic tachymeter,Oyster bracelet,stainless steel,Men,40,dial,high
Update/Rolex_Batch03/IMG_3051.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,stainless steel,black ceramic tachymeter,Oyster bracelet,stainless steel,Men,40,dial,high
Update/Rolex_Batch03/IMG_3052.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,stainless steel,black ceramic tachymeter,Oyster bracelet,stainless steel,Men,40,side,high
Update/Rolex_Batch03/IMG_3053.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,stainless steel,black ceramic tachymeter,Oyster bracelet,stainless steel,Men,40,bracelet,high
Update/Rolex_Batch03/IMG_3055.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Yellow Gold Ceramic Bezel Oysterflex,black,yellow gold,yellow gold,black ceramic tachymeter,Oysterflex strap,rubber,Men,40,full,high
Update/Rolex_Batch03/IMG_3056.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Yellow Gold Ceramic Bezel Oysterflex,black,yellow gold,yellow gold,black ceramic tachymeter,Oysterflex strap,rubber,Men,40,full,high
Update/Rolex_Batch03/IMG_3057.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Yellow Gold Ceramic Bezel Oysterflex,black,yellow gold,yellow gold,black ceramic tachymeter,Oysterflex strap,rubber,Men,40,full,high
Update/Rolex_Batch03/IMG_3058.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Yellow Gold Ceramic Bezel Oysterflex,black,yellow gold,yellow gold,black ceramic tachymeter,Oysterflex strap,rubber,Men,40,full,high
Update/Rolex_Batch03/IMG_3059.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Yellow Gold Ceramic Bezel Oysterflex,black,yellow gold,yellow gold,black ceramic tachymeter,Oysterflex strap,rubber,Men,40,side,high
Update/Rolex_Batch03/IMG_3060.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Yellow Gold Ceramic Bezel Oysterflex,black,yellow gold,yellow gold,black ceramic tachymeter,Oysterflex strap,rubber,Men,40,side,high
Update/Rolex_Batch03/IMG_3061.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Yellow Gold Ceramic Bezel Oysterflex,black,yellow gold,yellow gold,black ceramic tachymeter,Oysterflex strap,rubber,Men,40,caseback,high
Update/Rolex_Batch02/IMG_8280.JPG,Rolex,Datejust,Datejust Assorted Dials Steel,assorted,steel,steel,smooth,mixed,steel,Men,41,full,medium
Update/Rolex_Batch02/IMG_8281.JPG,Rolex,Submariner,Submariner Black Dial Steel Green Bezel,black,steel,steel,green ceramic,oyster,steel,Men,41,full,high
Update/Rolex_Batch02/IMG_8282.JPG,Rolex,Submariner,Submariner Black Dial Steel Black Bezel,black,steel,steel,black ceramic,oyster,steel,Men,41,full,high
Update/Rolex_Batch02/IMG_8283.JPG,Rolex,GMT-Master II,Gmt-Master Ii Black Dial Steel Pepsi Bezel,black,steel,steel,blue red ceramic,oyster,steel,Men,40,other,medium
Update/Rolex_Batch02/IMG_8286.JPG,Rolex,Assorted,Assorted Rolex Inventory Lot,assorted,assorted,assorted,assorted,mixed,assorted,Men,,other,low
Update/Rolex_Batch02/IMG_8334.JPG,Rolex,Submariner,Submariner Skeleton Steel Green Bezel,skeleton,steel,steel,green,rubber,rubber,Men,40,full,medium
Update/Rolex_Batch02/IMG_8335.JPG,Rolex,Submariner,Submariner Skeleton Steel Green Bezel,skeleton,steel,steel,green,rubber,rubber,Men,40,dial,medium
Update/Rolex_Batch02/IMG_8336.JPG,Rolex,Submariner,Submariner Skeleton Steel Green Bezel,skeleton,steel,steel,green,rubber,rubber,Men,40,dial,medium
Update/Rolex_Batch02/IMG_8337.JPG,Rolex,Submariner,Submariner Skeleton Steel Green Bezel,skeleton,steel,steel,green,rubber,rubber,Men,40,dial,medium
Update/Rolex_Batch02/IMG_8338.JPG,Rolex,Submariner,Submariner Skeleton Steel Green Bezel,skeleton,steel,steel,green,rubber,rubber,Men,40,full,medium
Update/Rolex_Batch02/IMG_8339.JPG,Rolex,Submariner,Submariner Skeleton Steel Green Bezel,skeleton,steel,steel,green,rubber,rubber,Men,40,full,medium
Update/Rolex_Batch02/IMG_8340.JPG,Rolex,Submariner,Submariner Skeleton Steel Green Bezel,skeleton,steel,steel,green,rubber,rubber,Men,40,side,medium
Update/Rolex_Batch02/IMG_8341.JPG,Rolex,Submariner,Submariner Skeleton Steel Green Bezel,skeleton,steel,steel,green,rubber,rubber,Men,40,caseback,medium
Update/Rolex_Batch02/IMG_8342.JPG,Rolex,Submariner,Submariner Skeleton Steel Green Bezel,skeleton,steel,steel,green,rubber,rubber,Men,40,bracelet,medium
Update/Rolex_Batch02/IMG_8362.JPG,Rolex,Yacht-Master,Yacht-Master Black Dial White Gold Rubber Strap,black,white gold,white gold,black ceramic,oysterflex,rubber,Men,42,full,high
Update/Rolex_Batch02/IMG_8363.JPG,Rolex,Yacht-Master,Yacht-Master Black Dial White Gold Rubber Strap,black,white gold,white gold,black ceramic,oysterflex,rubber,Men,42,full,high
Update/Rolex_Batch02/IMG_8364.JPG,Rolex,Yacht-Master,Yacht-Master Black Dial White Gold Rubber Strap,black,white gold,white gold,black ceramic,oysterflex,rubber,Men,42,full,high
Update/Rolex_Batch02/IMG_8365.JPG,Rolex,Yacht-Master,Yacht-Master Black Dial White Gold Rubber Strap,black,white gold,white gold,black ceramic,oysterflex,rubber,Men,42,full,high
Update/Rolex_Batch02/IMG_6880.JPG,Rolex,Datejust,Datejust Silver Dial Two-Tone Steel and Rose Gold Fluted Bezel Oyster,silver,two-tone,steel and rose gold,fluted,bracelet,steel and rose gold,Men,41,full,high
Update/Rolex_Batch02/IMG_6898.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,steel,ceramic tachymeter,bracelet,steel,Men,40,wrist,high
Update/Rolex_Batch02/IMG_6899.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,steel,ceramic tachymeter,bracelet,steel,Men,40,dial,high
Update/Rolex_Batch02/IMG_6900.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,steel,ceramic tachymeter,bracelet,steel,Men,40,dial,high
Update/Rolex_Batch02/IMG_6901.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,steel,ceramic tachymeter,bracelet,steel,Men,40,dial,high
Update/Rolex_Batch02/IMG_6902.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,steel,ceramic tachymeter,bracelet,steel,Men,40,dial,high
Update/Rolex_Batch02/IMG_6903.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,steel,ceramic tachymeter,bracelet,steel,Men,40,dial,high
Update/Rolex_Batch02/IMG_6904.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,steel,ceramic tachymeter,bracelet,steel,Men,40,movement,high
Update/Rolex_Batch02/IMG_6905.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,steel,ceramic tachymeter,bracelet,steel,Men,40,movement,high
Update/Rolex_Batch02/IMG_6906.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,steel,ceramic tachymeter,bracelet,steel,Men,40,side,high
Update/Rolex_Batch02/IMG_6907.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,steel,ceramic tachymeter,bracelet,steel,Men,40,side,high
Update/Rolex_Batch02/IMG_6908.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,steel,ceramic tachymeter,bracelet,steel,Men,40,caseback,high
Update/Rolex_Batch02/IMG_6909.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,steel,ceramic tachymeter,bracelet,steel,Men,40,bracelet,high
Update/Rolex_Batch02/IMG_6910.JPG,Rolex,Cosmograph Daytona,Cosmograph Daytona Black Dial Steel Ceramic Bezel Oyster,black,steel,steel,ceramic tachymeter,bracelet,steel,Men,40,bracelet,high
Update/Rolex_Batch02/IMG_6916.JPG,Rolex,Oyster Perpetual,Oyster Perpetual Green Dial Steel Smooth Bezel Oyster,green,steel,steel,smooth,bracelet,steel,Unisex,36,full,high
Update/Rolex_Batch02/IMG_6917.JPG,Rolex,Oyster Perpetual,Oyster Perpetual Turquoise Dial Steel Smooth Bezel Oyster,turquoise,steel,steel,smooth,bracelet,steel,Unisex,36,full,high
Update/Rolex_Batch02/IMG_6918 2.JPG,Rolex,Oyster Perpetual,Oyster Perpetual Silver Dial Steel Smooth Bezel Oyster,silver,steel,steel,smooth,bracelet,steel,Unisex,36,full,high
Update/Rolex_Batch02/IMG_6918.JPG,Rolex,Day-Date,Day-Date Black Dial Yellow Gold Fluted Bezel Leather Strap,black,yellow gold,yellow gold,fluted,strap,leather,Men,36,full,high
Update/Rolex_Batch02/IMG_8221.JPG,Rolex,GMT-Master II,Gmt-Master II Diw Cream Dial Forged Carbon Yellow Gold Bezel Green Strap,Cream,Black,Forged Carbon,Forged Carbon Yellow Gold,Strap,Green Fabric,Men,40,full,medium
Update/Rolex_Batch02/IMG_8222.JPG,Rolex,GMT-Master II,Gmt-Master II Diw Cream Dial Forged Carbon Yellow Gold Bezel Green Strap,Cream,Black,Forged Carbon,Forged Carbon Yellow Gold,Strap,Green Fabric,Men,40,dial,medium
Update/Rolex_Batch02/IMG_8223.JPG,Rolex,GMT-Master II,Gmt-Master II Diw Cream Dial Forged Carbon Yellow Gold Bezel Green Strap,Cream,Black,Forged Carbon,Forged Carbon Yellow Gold,Strap,Green Fabric,Men,40,dial,medium
Update/Rolex_Batch02/IMG_8224.JPG,Rolex,GMT-Master II,Gmt-Master II Diw Cream Dial Forged Carbon Yellow Gold Bezel Green Strap,Cream,Black,Forged Carbon,Forged Carbon Yellow Gold,Strap,Green Fabric,Men,40,side,medium
Update/Rolex_Batch02/IMG_8225.JPG,Rolex,GMT-Master II,Gmt-Master II Diw Cream Dial Forged Carbon Yellow Gold Bezel Green Strap,Cream,Black,Forged Carbon,Forged Carbon Yellow Gold,Strap,Green Fabric,Men,40,side,medium
Update/Rolex_Batch02/IMG_8260.JPG,Rolex,Datejust,Datejust Slate Wimbledon Dial Two-Tone Everose Steel Fluted Bezel Jubilee,Slate,Two-Tone,Steel and Everose Gold,Fluted Everose Gold,Bracelet,Steel and Everose Gold,Men,41,full,high
Update/Rolex_Batch02/IMG_8261.JPG,Rolex,Datejust,Datejust Slate Wimbledon Dial Two-Tone Everose Steel Fluted Bezel Jubilee,Slate,Two-Tone,Steel and Everose Gold,Fluted Everose Gold,Bracelet,Steel and Everose Gold,Men,41,full,high
Update/Rolex_Batch02/IMG_8262.JPG,Rolex,Datejust,Datejust Slate Wimbledon Dial Two-Tone Everose Steel Fluted Bezel Jubilee,Slate,Two-Tone,Steel and Everose Gold,Fluted Everose Gold,Bracelet,Steel and Everose Gold,Men,41,full,high
Update/Rolex_Batch02/IMG_8263.JPG,Rolex,Datejust,Datejust Slate Wimbledon Dial Two-Tone Everose Steel Fluted Bezel Jubilee,Slate,Two-Tone,Steel and Everose Gold,Fluted Everose Gold,Bracelet,Steel and Everose Gold,Men,41,full,high
Update/Rolex_Batch02/IMG_8264.JPG,Rolex,Datejust,Datejust Slate Wimbledon Dial Two-Tone Everose Steel Fluted Bezel Jubilee,Slate,Two-Tone,Steel and Everose Gold,Fluted Everose Gold,Bracelet,Steel and Everose Gold,Men,41,dial,high
Update/Rolex_Batch02/IMG_8265 2.JPG,Rolex,Datejust,Datejust Slate Wimbledon Dial Two-Tone Everose Steel Fluted Bezel Jubilee,Slate,Two-Tone,Steel and Everose Gold,Fluted Everose Gold,Bracelet,Steel and Everose Gold,Men,41,caseback,high
Update/Rolex_Batch02/IMG_8265.JPG,Rolex,Submariner,Submariner Date Black Dial Steel Black Ceramic Bezel Oyster,Black,Steel,Stainless Steel,Black Ceramic,Bracelet,Stainless Steel,Men,41,full,high
Update/Rolex_Batch02/IMG_8266.JPG,Rolex,Datejust,Datejust Slate Wimbledon Dial Two-Tone Everose Steel Fluted Bezel Jubilee,Slate,Two-Tone,Steel and Everose Gold,Fluted Everose Gold,Bracelet,Steel and Everose Gold,Men,41,bracelet,high
Update/Rolex_Batch02/IMG_8267.JPG,Rolex,Datejust,Datejust Slate Wimbledon Dial Two-Tone Everose Steel Fluted Bezel Jubilee,Slate,Two-Tone,Steel and Everose Gold,Fluted Everose Gold,Bracelet,Steel and Everose Gold,Men,41,side,high
Update/Rolex_Batch02/IMG_8276.JPG,Rolex,Submariner,Submariner Collection Assorted Dials Steel And Two-Tone Ceramic Bezel Oyster,Assorted,Assorted,Stainless Steel,Ceramic,Bracelet,Stainless Steel,Men,41,other,medium
